TV_product_grouped;TV_technology;TV_hbonordic;CZ_group5_name;CZ_employment;CZ_car;CZ_children;CZ_civilstate;CZ_home;CZ_owner;CZ_wealth;CZ_household_income;CZ_age;CZ_education;Failures;Failures_SLA_insufficient;TV_flow_consump;TV_flow_consump_cat_children;TV_flow_consump_cat_documentary;TV_flow_consump_cat_movies;TV_flow_consump_cat_leisure;TV_flow_consump_cat_art;TV_flow_consump_cat_music;TV_flow_consump_cat_news;TV_flow_consump_cat_politics;TV_flow_consump_cat_series;TV_flow_consump_cat_show;TV_flow_consump_cat_sports;TV_flow_consump_cat_other;OTT_SVOD_consump;OTT_TVOD_consump;Household_municipality
Grundpakke;DSL;0;Livet på landet;5;9;5;7;8;6;8;7;9;6;0;0;46;0;10;2;1;0;0;9;3;7;4;6;0;NULL;NULL;Stevns
Grundpakke;DSL;0;Livet på landet;1;5;3;6;9;9;3;4;1;4;0;0;46;0;4;9;9;11;0;1;4;1;5;0;0;NULL;NULL;Lolland
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;1;8;3;5;8;5;6;6;4;6;0;0;46;0;4;11;0;1;0;5;1;4;4;11;0;NULL;NULL;Bornholm
Mellempakke;DSL;0;Komfort og hygge;2;5;10;7;5;1;1;3;1;6;0;0;46;0;3;5;2;2;0;1;1;26;3;0;1;NULL;NULL;Odense
Viasat Mellem grundpakke;DSL;0;Vid og velstand;7;5;6;5;6;5;8;5;10;5;0;0;46;0;5;11;1;0;0;3;2;4;2;17;0;NULL;NULL;Esbjerg
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;8;8;7;7;6;7;8;8;4;0;0;46;0;1;10;4;0;0;6;6;2;3;10;0;NULL;NULL;Syddjurs
Grundpakke;DSL;0;Seniorer;6;7;1;5;9;7;7;5;10;9;0;0;46;1;1;15;3;4;0;3;0;9;2;6;0;NULL;NULL;Samsø
Viasat Mellem grundpakke;DSL;0;Velhavere;10;10;6;10;9;9;10;10;9;10;0;0;46;9;1;4;1;0;0;18;3;2;3;1;0;NULL;NULL;Skive
Viasat Stor grundpakke;DSL;0;Livet på landet;6;7;3;10;10;10;5;6;7;6;0;0;46;0;3;1;2;3;0;6;4;1;3;22;0;NULL;NULL;Brønderslev
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;5;2;2;2;3;6;5;4;2;5;0;0;45;0;2;5;9;0;0;0;2;13;8;2;1;NULL;NULL;København
Grundpakke;DSL;0;Velhavere;10;6;7;8;6;9;10;10;7;10;0;0;45;0;5;9;2;3;0;12;1;1;0;8;0;3;0;København
Viasat Mellem grundpakke;DSL;0;Vid og velstand;10;3;7;5;3;1;4;9;4;7;0;0;45;0;0;15;1;0;0;3;8;0;8;6;1;NULL;NULL;København
Grundpakke;DSL;0;Urban mangfoldighed;8;4;5;3;2;2;8;6;6;8;0;0;45;0;1;0;1;0;2;1;0;3;2;34;0;NULL;NULL;Gentofte
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;45;0;1;5;1;6;0;13;7;1;3;6;0;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;9;6;9;5;10;10;5;8;5;10;0;0;45;2;10;7;2;5;0;6;1;3;3;1;0;1;0;Holbæk
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;45;0;2;5;1;4;0;7;1;17;2;3;0;NULL;NULL;Slagelse
Viasat Mellem grundpakke;DSL;0;Vid og velstand;5;2;3;2;1;5;3;4;1;4;0;0;45;0;7;5;1;1;0;17;0;3;6;3;0;2;2;Næstved
Grundpakke;DSL;0;Velfunderede husejere;2;10;10;10;8;2;6;9;2;8;0;0;45;0;6;0;5;4;0;20;1;1;2;4;0;NULL;NULL;Næstved
Grundpakke;DSL;0;Seniorer;1;6;7;3;2;1;6;1;10;1;0;0;45;0;9;0;2;1;0;15;2;5;5;1;1;NULL;NULL;Vordingborg
Grundpakke;DSL;0;Velfunderede husejere;10;10;8;10;9;9;9;7;8;9;0;0;45;4;10;3;12;2;0;1;5;0;3;0;0;NULL;NULL;Kerteminde
Grundpakke;DSL;0;Komfort og hygge;5;7;10;5;6;4;5;3;9;3;0;0;45;0;4;4;5;1;0;15;6;1;4;0;0;NULL;NULL;Varde
Viasat Mellem grundpakke;DSL;0;Provinsliv;3;6;2;5;4;5;8;3;6;3;0;0;45;0;1;0;0;0;0;28;2;1;0;8;0;NULL;NULL;Aabenraa
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;4;6;4;5;6;5;4;3;10;4;0;0;45;13;1;14;1;0;0;1;3;4;0;5;0;NULL;NULL;Ringkøbing-Skjern
Grundpakke;DSL;0;Komfort og hygge;8;6;10;8;6;10;6;8;5;9;0;0;45;10;2;9;2;4;1;3;3;3;1;2;1;NULL;NULL;Thisted
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;9;3;6;5;2;2;2;7;2;9;1;0;44;0;1;4;6;6;0;8;4;1;1;8;0;NULL;NULL;København
Grundpakke;DSL;0;Komfort og hygge;4;7;3;8;6;8;10;8;10;5;0;0;44;0;1;14;2;6;0;0;1;13;3;2;0;NULL;NULL;Glostrup
Grundpakke;DSL;0;Komfort og hygge;9;7;10;6;8;7;1;9;6;9;0;0;44;4;4;12;0;0;0;9;3;7;2;1;0;NULL;NULL;Helsingør
Grundpakke;DSL;0;Provinsliv;3;2;2;1;2;3;8;3;10;2;0;0;44;0;6;0;1;1;1;23;0;2;3;2;0;NULL;NULL;Rudersdal
Grundpakke;DSL;0;Seniorer;9;10;6;10;8;7;7;9;8;10;0;0;44;0;0;4;1;0;0;3;0;3;0;33;0;NULL;NULL;Greve
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;8;7;5;10;10;9;8;7;9;0;0;44;0;5;4;3;7;0;6;0;12;3;3;0;NULL;NULL;Roskilde
Grundpakke;DSL;1;Livet på landet;5;6;6;6;5;7;8;7;5;4;0;0;44;1;8;1;2;1;21;3;2;2;2;0;0;NULL;NULL;Odsherred
Grundpakke;DSL;0;Livet på landet;9;6;8;6;7;7;5;8;5;8;0;0;44;1;7;1;3;4;1;13;8;0;0;1;0;NULL;NULL;Holbæk
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;6;7;7;8;8;1;8;7;5;0;0;44;0;9;14;0;0;0;0;2;9;6;0;0;6;0;Faxe
Grundpakke;DSL;0;Velfunderede husejere;5;3;2;1;4;5;2;2;2;3;0;0;44;0;6;0;3;3;0;9;1;3;1;16;0;NULL;NULL;Slagelse
Viasat Mellem grundpakke;DSL;0;Livet på landet;2;6;10;7;9;8;9;6;6;3;0;0;44;1;0;2;1;0;0;0;10;20;9;0;0;NULL;NULL;Stevns
Grundpakke;DSL;0;Velfunderede husejere;5;7;10;8;6;2;4;9;2;7;0;0;44;3;10;9;0;3;0;7;1;5;3;1;0;NULL;NULL;Lejre
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;4;9;9;7;7;9;4;9;7;7;0;0;44;0;1;6;6;0;0;5;1;18;1;4;0;NULL;NULL;Lejre
Grundpakke;DSL;0;Komfort og hygge;7;9;8;7;10;10;7;8;3;8;0;0;44;1;6;8;2;2;0;8;1;4;1;7;0;NULL;NULL;Guldborgsund
Grundpakke;DSL;0;Provinsliv;5;5;5;6;7;7;5;6;5;7;0;0;44;0;9;0;4;5;0;13;2;2;5;2;0;2;0;Randers
Grundpakke;DSL;0;Komfort og hygge;4;6;4;6;9;9;8;5;9;3;0;0;44;35;0;4;0;0;0;0;0;0;2;1;0;NULL;NULL;Ringkøbing-Skjern
Viasat Stor grundpakke;DSL;0;Livet på landet;2;7;8;6;8;7;6;5;8;1;0;0;44;0;12;0;6;7;0;4;0;3;1;8;0;0;5;Ringkøbing-Skjern
Grundpakke;DSL;0;Komfort og hygge;6;5;6;9;10;10;9;6;9;5;0;0;44;0;3;0;4;2;0;27;1;0;2;2;0;NULL;NULL;Skive
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;44;0;0;0;4;2;0;9;5;7;11;1;0;NULL;NULL;Aalborg
Viasat Stor grundpakke;DSL;0;Urban mangfoldighed;4;4;7;5;4;2;5;4;3;5;0;0;43;0;1;9;7;1;0;1;10;1;10;0;0;11;11;København
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;8;5;3;3;4;6;7;5;3;6;1;0;43;0;4;8;2;0;0;8;4;14;1;1;0;0;3;Lyngby-Taarbæk
Viasat Mellem grundpakke;DSL;0;Provinsliv;2;5;4;6;6;9;4;5;3;4;0;0;43;7;0;5;0;1;0;0;2;11;0;14;0;3;0;Odsherred
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;43;7;3;4;2;0;0;2;0;0;2;21;0;6;0;Odsherred
Grundpakke;DSL;0;Komfort og hygge;1;5;5;3;7;10;6;5;5;4;0;0;43;0;15;12;1;1;0;0;5;4;0;0;0;2;1;Kalundborg
Grundpakke;DSL;0;Velfunderede husejere;9;7;1;7;8;7;8;9;8;9;0;0;43;0;6;3;2;1;0;6;2;16;2;2;0;NULL;NULL;Sorø
Viasat Mellem grundpakke;DSL;0;Seniorer;2;2;1;1;3;1;4;1;10;1;0;0;43;21;7;1;2;1;2;1;1;2;1;1;0;NULL;NULL;Lejre
Viasat Mellem grundpakke;DSL;0;Livet på landet;5;8;8;9;7;8;9;5;7;8;0;0;43;0;0;10;3;1;0;4;11;8;4;0;0;NULL;NULL;Næstved
Grundpakke;DSL;0;Velfunderede husejere;9;7;8;9;9;8;7;9;5;9;0;0;43;9;2;5;0;1;0;2;0;3;0;15;2;14;0;Næstved
Grundpakke;DSL;0;Seniorer;2;6;2;3;6;7;6;5;9;3;0;0;43;0;4;0;6;11;0;6;2;2;0;10;0;NULL;NULL;Faaborg-Midtfyn
Grundpakke;DSL;0;Livet på landet;9;7;1;6;6;9;10;7;3;4;0;0;43;0;5;11;2;2;0;6;5;1;2;7;0;NULL;NULL;Odense
Grundpakke;DSL;0;Velfunderede husejere;9;9;8;7;10;9;4;8;4;8;0;0;43;0;0;3;17;0;0;4;2;7;5;0;0;NULL;NULL;Struer
Grundpakke;DSL;0;Livet på landet;7;6;5;9;9;8;5;6;6;7;0;0;43;12;4;7;2;1;0;7;2;1;3;1;0;NULL;NULL;Randers
Viasat Mellem grundpakke;DSL;0;Livet på landet;1;7;5;7;8;7;1;9;6;5;0;0;43;0;1;1;1;12;0;12;7;0;2;5;0;NULL;NULL;Hedensted
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;7;3;6;8;7;8;6;8;7;0;0;43;1;5;7;2;2;0;8;3;5;2;5;0;NULL;NULL;Vesthimmerlands
Grundpakke;DSL;0;Velfunderede husejere;6;8;6;9;10;6;10;8;9;9;0;0;43;0;6;1;1;1;0;20;2;2;1;5;0;NULL;NULL;Mariagerfjord
Grundpakke;DSL;0;Livet på landet;2;7;8;7;10;10;9;7;10;4;0;0;43;0;5;7;3;2;0;9;3;2;2;6;0;3;0;Jammerbugt
Grundpakke;DSL;0;Vid og velstand;10;3;6;4;1;2;5;8;3;10;0;0;42;4;2;6;0;0;1;4;2;8;9;1;0;0;1;København
Grundpakke;DSL;0;Velhavere;8;6;9;10;8;7;8;9;6;7;0;0;42;5;4;10;2;2;0;7;1;1;3;5;0;3;3;Tårnby
Grundpakke;DSL;0;Velfunderede husejere;10;10;10;9;5;7;7;10;2;10;0;0;42;6;6;8;0;0;0;1;1;4;1;1;10;1;0;Egedal
Grundpakke;DSL;0;Velfunderede husejere;7;6;9;9;8;8;7;8;9;9;0;0;42;11;5;2;3;0;0;3;1;0;2;4;8;1;0;Faxe
Grundpakke;DSL;0;Livet på landet;8;10;10;8;7;8;4;10;4;9;0;0;42;0;0;0;0;2;0;4;0;4;2;26;0;NULL;NULL;Kalundborg
Grundpakke;DSL;0;Livet på landet;6;7;7;10;8;7;6;8;5;1;0;0;42;0;5;6;0;0;0;4;7;16;1;1;0;NULL;NULL;Lolland
Grundpakke;DSL;0;Livet på landet;8;10;3;10;10;10;1;7;8;6;0;0;42;0;1;17;3;1;0;7;5;1;3;1;0;NULL;NULL;Vordingborg
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;42;0;5;2;5;6;0;14;1;2;3;0;0;NULL;NULL;Bornholm
Grundpakke;DSL;0;Livet på landet;3;7;2;3;7;9;6;5;9;6;0;0;42;0;6;2;3;5;0;14;5;1;3;0;0;1;0;Bornholm
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;5;9;5;9;10;9;7;7;7;7;0;0;42;0;3;10;0;0;0;4;0;11;2;9;0;NULL;NULL;Sønderborg
Grundpakke;DSL;0;Provinsliv;7;10;3;4;6;7;6;3;4;9;0;0;42;0;4;1;6;4;0;9;6;2;5;1;0;NULL;NULL;Tønder
Grundpakke;DSL;0;Komfort og hygge;2;9;5;7;9;1;1;4;7;4;0;0;42;0;7;13;1;0;0;1;2;15;0;0;0;NULL;NULL;Vejen
Grundpakke;DSL;0;Komfort og hygge;2;7;7;8;6;1;1;7;7;5;0;0;42;10;0;4;4;0;0;3;8;1;4;5;1;NULL;NULL;Horsens
Viasat Stor grundpakke;DSL;0;Provinsliv;4;3;2;3;3;5;4;2;2;3;0;0;42;0;2;19;0;3;0;13;1;2;0;0;0;NULL;NULL;Herning
Grundpakke;DSL;0;Urban mangfoldighed;9;2;2;2;3;5;6;5;1;9;0;0;42;0;8;11;2;4;0;2;0;3;9;0;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Livet på landet;6;7;3;10;7;7;10;9;7;8;0;0;42;2;0;14;0;0;0;6;0;6;0;11;0;11;0;Ringkøbing-Skjern
Grundpakke;DSL;0;Velhavere;10;9;7;6;8;7;10;10;6;10;1;0;42;0;2;7;2;3;0;14;3;7;0;1;0;0;1;Hedensted
Grundpakke;DSL;0;Livet på landet;4;7;4;7;10;10;9;4;9;2;0;0;42;0;7;1;7;2;3;12;3;0;4;0;0;NULL;NULL;Morsø
Grundpakke;DSL;0;Livet på landet;5;5;3;6;9;7;10;6;7;8;0;0;42;0;6;5;5;4;0;7;7;4;1;0;0;3;1;Vesthimmerlands
Viasat Mellem grundpakke;DSL;0;Velhavere;8;6;9;7;7;6;9;9;4;8;2;0;41;12;4;7;0;0;0;0;0;4;3;7;0;6;0;Rødovre
Grundpakke;DSL;0;Velhavere;10;8;8;9;8;7;10;10;7;10;0;0;41;0;3;8;0;3;0;2;1;11;10;0;0;1;0;Rudersdal
Grundpakke;DSL;0;Velfunderede husejere;7;8;10;8;7;7;8;9;7;7;0;0;41;12;10;4;0;0;0;3;1;3;1;2;1;NULL;NULL;Roskilde
Grundpakke;DSL;0;Livet på landet;4;7;5;7;7;8;7;7;4;5;0;0;41;1;3;8;7;3;0;6;2;2;5;2;0;NULL;NULL;Guldborgsund
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;41;0;5;5;5;0;0;5;0;12;1;6;0;1;0;Bornholm
Grundpakke;DSL;0;Komfort og hygge;5;8;5;7;10;10;10;9;8;5;0;0;41;1;10;3;1;1;0;3;1;8;1;10;0;7;0;Langeland
Grundpakke;DSL;0;Provinsliv;1;4;2;1;2;1;4;2;6;4;0;0;41;0;4;0;7;3;0;17;4;0;2;2;0;NULL;NULL;Aabenraa
Grundpakke;DSL;0;Livet på landet;4;10;10;7;9;9;6;8;3;6;0;0;41;2;2;22;0;0;0;1;3;5;3;1;0;NULL;NULL;Horsens
Grundpakke;DSL;0;Livet på landet;7;7;8;8;10;10;9;8;7;5;0;0;41;0;2;19;2;0;0;1;2;6;1;4;0;NULL;NULL;Randers
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;9;7;10;8;7;10;8;8;2;9;0;0;41;0;8;2;0;3;0;16;0;3;5;2;0;NULL;NULL;Silkeborg
Viasat Stor grundpakke;DSL;0;Vid og velstand;9;4;6;5;3;10;10;7;3;10;0;0;41;0;5;5;4;5;0;2;6;1;8;2;0;0;3;Aarhus
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;41;0;2;4;1;1;4;13;6;0;3;5;0;NULL;NULL;Vesthimmerlands
Grundpakke;DSL;0;Provinsliv;3;5;2;1;4;2;5;2;7;2;0;0;41;0;3;4;1;0;5;3;2;2;10;6;0;NULL;NULL;Jammerbugt
Viasat Mellem grundpakke;DSL;1;Urban mangfoldighed;7;7;1;1;1;5;7;8;2;6;0;0;41;19;0;0;0;0;0;9;0;0;2;8;0;0;3;Aalborg
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;41;2;1;5;1;0;0;9;1;18;0;0;0;NULL;NULL;Aalborg
Viasat Mellem grundpakke;DSL;0;Vid og velstand;10;6;9;9;6;8;10;10;6;8;0;0;40;10;0;0;0;24;0;3;0;0;0;0;1;NULL;NULL;Gentofte
Viasat Stor grundpakke;DSL;0;Velhavere;10;8;9;7;9;8;10;10;6;10;0;0;40;1;3;2;2;1;3;14;5;0;4;0;0;NULL;NULL;Lyngby-Taarbæk
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;10;9;10;10;5;9;8;5;10;0;0;40;0;1;12;0;1;0;5;2;1;3;12;1;NULL;NULL;Allerød
Grundpakke;DSL;0;Velfunderede husejere;8;8;9;7;8;8;8;8;7;7;0;0;40;5;1;0;0;1;0;22;1;5;1;1;0;NULL;NULL;Faxe
Viasat Mellem grundpakke;DSL;0;Seniorer;1;1;2;1;4;4;2;1;6;1;1;0;40;10;0;2;0;1;0;0;6;9;1;8;0;NULL;NULL;Bornholm
Grundpakke;DSL;0;Livet på landet;5;10;9;10;6;10;1;10;5;5;0;0;40;1;5;3;5;3;0;12;4;1;3;0;0;2;0;Herning
Grundpakke;DSL;0;Komfort og hygge;3;7;9;6;10;6;2;6;3;5;0;0;40;5;3;4;3;6;0;12;4;0;1;0;0;NULL;NULL;Norddjurs
Grundpakke;DSL;0;Velfunderede husejere;5;10;9;10;9;8;9;8;8;5;0;0;40;19;0;2;1;0;0;0;0;2;1;13;0;NULL;NULL;Skanderborg
Grundpakke;DSL;0;Velfunderede husejere;10;10;9;10;6;9;9;10;4;10;0;0;40;10;0;0;0;7;0;6;1;0;1;10;1;NULL;NULL;Aarhus
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;40;0;6;6;3;3;1;3;5;2;5;1;0;NULL;NULL;Ringkøbing-Skjern
Viasat Stor grundpakke;DSL;0;Komfort og hygge;2;4;7;6;7;6;4;4;4;2;0;0;40;0;2;9;0;3;0;5;4;10;1;3;0;NULL;NULL;Frederikshavn
Viasat Mellem grundpakke;DSL;0;Seniorer;7;8;6;10;5;10;10;9;10;8;0;0;39;37;0;0;0;0;0;0;0;0;0;3;0;NULL;NULL;Ballerup
Grundpakke;DSL;0;Provinsliv;5;2;1;2;2;2;4;3;7;3;0;0;39;0;1;6;0;4;0;9;4;8;2;0;0;NULL;NULL;Helsingør
Viasat Mellem grundpakke;DSL;0;Livet på landet;9;10;8;10;8;8;9;10;8;8;0;0;39;8;0;13;0;4;0;0;0;6;4;1;0;2;0;Hillerød
Viasat Mellem grundpakke;DSL;0;Velhavere;10;10;10;10;7;7;10;10;5;10;0;0;39;8;1;3;0;0;0;1;0;1;0;21;0;0;1;Hørsholm
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;39;4;5;5;1;0;1;6;1;8;3;1;0;0;3;Gribskov
Grundpakke;DSL;0;Komfort og hygge;4;3;6;5;6;5;1;4;7;2;0;0;39;6;3;2;1;1;0;0;5;13;1;4;0;0;1;Lejre
Grundpakke;DSL;0;Komfort og hygge;3;7;8;7;10;9;4;5;8;3;0;0;39;9;11;10;1;0;0;1;3;0;0;0;1;14;0;Bornholm
Grundpakke;DSL;0;Provinsliv;2;1;1;1;2;1;1;1;2;1;0;0;39;1;4;1;2;17;1;2;2;1;2;2;1;NULL;NULL;Kolding
Grundpakke;DSL;0;Velfunderede husejere;9;6;7;6;7;6;10;9;7;10;0;0;39;3;2;9;1;0;0;6;2;3;4;5;0;NULL;NULL;Aarhus
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;6;4;5;6;4;5;7;6;4;5;0;0;39;0;2;4;4;3;0;12;3;1;5;1;0;1;0;Aalborg
Grundpakke;DSL;0;Velhavere;10;6;10;9;6;6;10;10;5;10;0;0;38;0;3;3;1;1;0;9;0;2;1;13;0;0;1;Frederiksberg
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;4;7;4;6;6;6;9;5;8;3;0;0;38;1;3;12;1;0;0;0;2;6;7;3;0;8;0;Dragør
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;10;9;10;7;8;7;9;10;3;10;0;0;38;0;2;1;1;0;0;3;1;15;3;8;0;NULL;NULL;Gentofte
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;8;6;10;9;8;7;1;10;6;7;0;0;38;0;0;2;3;2;0;4;5;6;10;2;0;1;0;Faxe
Grundpakke;DSL;0;Velfunderede husejere;5;5;10;6;5;1;1;3;2;5;0;0;38;3;5;1;7;0;0;5;2;1;4;5;1;NULL;NULL;Odense
Grundpakke;DSL;0;Velfunderede husejere;6;10;8;9;8;7;6;8;7;7;0;0;38;0;3;7;1;0;0;10;5;7;2;0;0;NULL;NULL;Billund
Grundpakke;DSL;0;Livet på landet;1;10;10;8;8;7;4;7;3;6;0;0;38;3;1;2;1;3;0;18;3;3;1;2;0;NULL;NULL;Lemvig
Grundpakke;DSL;0;Velhavere;10;7;9;7;7;10;10;10;6;10;0;0;38;0;4;7;2;3;0;10;5;2;3;0;0;NULL;NULL;Aarhus
Grundpakke;DSL;0;Livet på landet;2;7;1;6;10;10;1;3;10;7;0;0;38;0;0;1;1;1;2;3;0;21;2;3;0;NULL;NULL;Thisted
Grundpakke;DSL;0;Vid og velstand;7;1;3;3;2;1;1;4;1;8;0;0;37;3;6;7;2;1;0;6;0;3;1;4;1;2;0;København
Grundpakke;DSL;0;Velhavere;9;7;10;9;9;8;10;10;2;9;1;0;37;0;5;8;3;2;0;4;2;5;4;1;0;NULL;NULL;Allerød
Grundpakke;DSL;0;Velfunderede husejere;7;4;7;5;6;6;8;6;5;6;0;0;37;0;5;0;0;1;0;21;0;0;0;10;0;NULL;NULL;Guldborgsund
Grundpakke;DSL;0;Livet på landet;1;9;10;10;8;7;5;6;7;2;0;0;37;0;0;1;0;0;0;3;0;29;0;1;0;4;0;Nyborg
Grundpakke;DSL;0;Velfunderede husejere;2;4;7;3;9;8;4;3;5;2;0;0;37;0;1;1;0;4;0;6;0;2;1;17;0;NULL;NULL;Tønder
Viasat Mellem grundpakke;DSL;0;Komfort og hygge;2;10;7;6;7;7;6;5;5;3;0;0;37;0;1;16;0;0;0;3;1;13;0;1;0;NULL;NULL;Varde
Viasat Stor grundpakke;DSL;0;Velfunderede husejere;3;10;7;7;8;7;8;6;8;5;0;0;37;0;1;0;1;0;0;7;1;0;1;25;0;NULL;NULL;Herning
Grundpakke;DSL;0;Livet på landet;6;6;7;10;9;8;9;7;9;1;0;0;37;3;4;13;1;3;0;2;2;1;0;5;0;7;0;Struer
Grundpakke;DSL;0;Provinsliv;5;3;3;4;2;4;6;3;5;5;0;0;37;1;2;5;0;0;0;0;0;18;0;8;0;2;0;Syddjurs
Grundpakke;DSL;0;Komfort og hygge;1;6;6;7;9;7;6;5;7;2;0;0;37;1;0;13;2;2;0;3;2;3;4;2;1;NULL;NULL;Viborg
Grundpakke;DSL;0;Velfunderede husejere;10;7;8;6;6;5;8;9;5;9;0;0;37;0;6;7;3;1;0;5;1;0;2;10;0;NULL;NULL;Aalborg
Grundpakke;DSL;0;Vid og velstand;10;5;10;10;1;7;3;9;1;10;0;0;36;0;8;9;3;2;0;1;1;6;2;0;2;NULL;NULL;København
Grundpakke;DSL;0;Velhavere;10;6;9;10;6;9;10;10;7;10;0;0;36;2;3;5;5;5;0;3;5;1;3;0;0;NULL;NULL;København
Grundpakke;DSL;0;Vid og velstand;10;3;6;4;3;2;9;7;2;10;0;0;36;0;1;0;0;0;0;20;10;3;0;0;0;NULL;NULL;København
Grundpakke;DSL;0;Velhavere;10;9;10;10;10;10;10;10;7;10;0;0;36;0;3;6;0;1;0;10;0;6;2;4;0;NULL;NULL;Hørsholm
Grundpakke;DSL;0;Velfunderede husejere;7;7;6;7;9;8;7;7;9;7;0;0;36;0;2;0;1;1;0;5;1;14;1;8;0;NULL;NULL;Roskilde
Grundpakke;DSL;0;Livet på landet;5;10;2;6;9;9;7;6;9;4;0;0;36;0;1;0;0;0;0;0;0;30;1;0;0;NULL;NULL;Holbæk
Grundpakke;DSL;0;Komfort og hygge;7;6;10;7;9;7;7;8;7;8;0;0;36;0;18;3;3;5;0;2;0;0;1;1;0;NULL;NULL;Lejre
Viasat Mellem grundpakke;DSL;0;Livet på landet;6;9;7;10;8;7;7;6;6;8;0;0;36;0;5;1;0;0;0;5;0;0;0;22;0;NULL;NULL;Næstved
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;4;5;7;4;5;6;4;5;4;5;0;0;36;0;8;6;0;0;0;6;4;4;2;4;0;NULL;NULL;Bornholm
Grundpakke;DSL;0;Velfunderede husejere;2;5;7;7;6;6;5;5;6;4;0;0;36;0;4;7;5;7;0;3;3;2;3;0;0;NULL;NULL;Bornholm
Grundpakke;DSL;0;Livet på landet;6;7;8;6;7;10;2;6;2;6;0;0;36;0;5;4;4;1;0;9;1;4;3;2;0;NULL;NULL;Bornholm
Viasat Mellem grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;36;0;9;1;0;0;0;6;0;1;3;12;0;NULL;NULL;Odense
Grundpakke;DSL;0;Provinsliv;9;5;7;5;5;10;8;6;3;8;0;0;36;5;1;7;3;3;0;0;0;3;5;7;0;NULL;NULL;Svendborg
Grundpakke;DSL;0;Velfunderede husejere;7;8;7;7;6;8;6;7;7;8;0;0;36;0;1;4;1;1;0;3;2;16;2;1;0;NULL;NULL;Haderslev
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;9;10;10;10;8;6;8;10;5;9;0;0;35;9;2;9;1;0;0;0;1;1;1;7;1;3;0;Herlev
Grundpakke;DSL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;35;0;1;3;1;1;0;8;1;10;2;5;0;2;0;Vallensbæk
Viasat Mellem grundpakke;DSL;0;Velfunderede husejere;1;10;9;10;8;6;6;9;7;8;0;0;35;0;3;0;0;7;3;3;0;5;3;8;0;NULL;NULL;Esbjerg
Viasat Mellem grundpakke;DSL;0;Livet på landet;7;7;7;7;10;9;8;7;7;5;0;0;35;0;1;2;1;1;0;10;2;0;0;14;0;NULL;NULL;Struer
Grundpakke;DSL;0;Komfort og hygge;3;5;6;4;6;10;5;4;3;2;0;0;35;5;5;8;4;0;0;1;3;2;3;1;0;NULL;NULL;Hedensted
Grundpakke;DSL;0;Seniorer;5;6;2;4;5;2;5;4;9;6;0;0;35;1;2;3;1;1;0;6;2;0;2;12;0;1;0;Mariagerfjord
Viasat Mellem grundpakke;DSL;0;Urban mangfoldighed;4;4;2;1;3;2;2;2;1;5;0;0;34;0;7;2;1;0;0;1;0;15;3;1;0;NULL;NULL;København
